Date,Year,Month,Day,Average Temperature,Average Ozone,Average AOD,Average Dew Point,Average Relative Humidity,Average Pressure,Average Precipitable Water,Max Temperature,Min Temperature,Total GHI,Total DHI,Total DNI,Total Clearsky GHI,Total Clearsky DHI,Total Clearsky DNI,Daylight Weather
2-9-2000,2000,2,9,23.8,0.282,0.058,19.0,74.8,1032.5,3.1,24.400000000000002,22.900000000000002,3785,2318,2358,5808,885,8403,Cloudy
2-10-2000,2000,2,10,23.7,0.282,0.04,18.0,70.8,1030.8,2.7,24.900000000000002,22.400000000000002,4826,1334,6430,5971,771,8891,Clear
2-11-2000,2000,2,11,24.3,0.274,0.066,18.3,69.5,1029.7,2.6,25.400000000000002,23.1,5763,1109,7330,5957,903,8530,Clear
2-12-2000,2000,2,12,24.4,0.271,0.054,18.0,68.0,1030.0,2.4,25.700000000000003,23.200000000000003,6055,857,8792,6055,857,8792,Clear
2-13-2000,2000,2,13,23.7,0.272,0.044,18.7,73.8,1029.8,2.7,25.200000000000003,22.200000000000003,5922,980,8151,6070,824,8870,Clear
2-14-2000,2000,2,14,23.9,0.272,0.057,19.5,76.3,1030.2,3.4,25.1,22.900000000000002,4659,1564,5551,5969,859,8574,Clear
2-15-2000,2000,2,15,24.2,0.275,0.05,19.7,76.4,1030.1,3.5,25.700000000000003,22.8,5920,988,8136,6055,783,8794,Clear
2-16-2000,2000,2,16,24.1,0.287,0.07,19.9,77.8,1030.7,3.4,25.400000000000002,23.1,5791,1307,6937,6035,924,8418,Clear
2-17-2000,2000,2,17,24.3,0.29,0.069,20.0,77.0,1032.0,3.0,25.700000000000003,23.5,5709,1620,7127,6097,1000,8448,Clear
2-18-2000,2000,2,18,23.8,0.281,0.042,20.0,79.7,1033.5,2.6,25.0,22.8,5590,1736,6215,6247,788,9034,Clear
2-19-2000,2000,2,19,23.3,0.28,0.041,18.8,76.0,1033.8,1.8,24.700000000000003,22.200000000000003,6450,794,9349,6450,794,9349,Clear
2-20-2000,2000,2,20,23.2,0.282,0.054,17.9,72.0,1033.3,1.7,24.6,21.900000000000002,5802,1757,6869,6448,876,9101,Clear
2-21-2000,2000,2,21,23.5,0.285,0.042,19.2,76.9,1032.4,2.4,24.3,22.6,5758,1383,6727,6382,753,9223,Clear
2-22-2000,2000,2,22,23.9,0.29,0.06,18.6,72.2,1033.5,2.1,25.0,23.200000000000003,5656,2019,6036,6469,874,9037,Clear
2-23-2000,2000,2,23,24.0,0.299,0.059,17.3,66.1,1033.8,2.0,25.3,23.200000000000003,3580,2980,802,6529,851,9152,Partly Cloudy
2-24-2000,2000,2,24,23.6,0.297,0.062,17.4,68.2,1033.4,2.0,24.700000000000003,22.700000000000003,4218,3017,1946,6516,952,8936,Fog
2-25-2000,2000,2,25,23.8,0.294,0.058,18.7,73.2,1033.0,2.5,24.900000000000002,22.900000000000002,6088,1230,6823,6482,873,8936,Clear
2-26-2000,2000,2,26,24.1,0.298,0.053,19.9,77.5,1032.7,2.6,25.3,23.0,4269,2478,3972,6523,850,9041,Clear
2-27-2000,2000,2,27,24.2,0.293,0.05,19.6,75.6,1032.5,2.3,25.3,23.200000000000003,6243,1602,7192,6611,831,9165,Clear
2-28-2000,2000,2,28,24.3,0.292,0.049,18.0,68.1,1032.5,2.0,25.6,23.200000000000003,6581,1443,8340,6672,901,9126,Clear
3-1-2000,2000,3,1,24.1,0.289,0.05,18.7,72.0,1032.0,2.3,25.3,23.1,6086,2150,6667,6700,876,9210,Clear
3-2-2000,2000,3,2,24.2,0.288,0.059,18.7,71.4,1033.0,2.4,25.6,23.1,5112,2238,5219,6679,994,8891,Clear
3-3-2000,2000,3,3,24.5,0.283,0.054,18.8,71.1,1032.5,2.2,26.0,23.0,6202,1803,7386,6807,909,9231,Clear
3-4-2000,2000,3,4,24.6,0.277,0.058,18.6,69.9,1031.2,2.5,25.900000000000002,23.0,6394,1369,7705,6794,887,9204,Clear
3-5-2000,2000,3,5,24.5,0.272,0.056,18.6,69.8,1032.0,2.3,25.900000000000002,23.3,6101,2003,6258,6872,892,9350,Clear
3-6-2000,2000,3,6,24.1,0.272,0.048,17.9,68.9,1033.0,2.1,25.3,23.1,6600,1583,7413,6963,866,9499,Clear
3-7-2000,2000,3,7,23.9,0.283,0.043,17.6,68.1,1032.4,2.0,25.0,22.900000000000002,6915,868,9050,7004,874,9565,Clear
3-8-2000,2000,3,8,24.2,0.29,0.051,17.3,65.7,1031.0,2.2,25.6,23.0,6346,2108,6499,6963,927,9351,Fog
3-9-2000,2000,3,9,23.6,0.298,0.037,18.2,71.8,1030.2,2.5,25.1,22.400000000000002,5749,2319,5437,6979,804,9593,Fog
3-10-2000,2000,3,10,23.9,0.286,0.061,18.0,70.2,1030.5,3.2,25.5,22.3,6839,1093,8723,6882,931,9065,Clear
3-11-2000,2000,3,11,24.3,0.276,0.126,18.5,70.2,1031.9,3.6,25.6,23.1,5918,1639,5928,6667,1411,7888,Clear
3-12-2000,2000,3,12,24.0,0.279,0.058,19.8,77.5,1031.7,3.4,25.5,23.1,6733,1362,8190,6938,931,9122,Clear
3-13-2000,2000,3,13,24.3,0.294,0.058,19.6,75.2,1030.0,3.3,25.8,23.200000000000003,6170,2222,6727,6963,904,9192,Clear
3-14-2000,2000,3,14,24.6,0.29,0.067,19.1,71.9,1030.3,3.0,25.8,23.6,6524,1781,7025,7028,976,9131,Clear
3-15-2000,2000,3,15,24.5,0.287,0.056,20.0,76.4,1031.2,2.8,26.0,23.400000000000002,6217,2292,6177,7107,925,9325,Clear
3-16-2000,2000,3,16,24.7,0.284,0.057,18.5,68.4,1032.8,2.4,26.0,23.6,6362,2434,6635,7188,971,9379,Clear
3-17-2000,2000,3,17,24.5,0.288,0.065,18.4,69.2,1032.9,2.3,25.6,23.700000000000003,7234,996,9344,7234,996,9344,Clear
3-18-2000,2000,3,18,24.3,0.298,0.094,18.8,71.8,1032.7,2.5,25.5,23.5,6345,2489,5741,7135,1159,8826,Fog
3-19-2000,2000,3,19,24.0,0.304,0.104,17.6,67.6,1033.4,1.9,25.200000000000003,23.1,7272,1201,8927,7272,1201,8927,Clear
3-20-2000,2000,3,20,23.9,0.311,0.103,17.3,66.7,1032.2,2.1,25.200000000000003,23.0,6430,1743,6456,7236,1200,8891,Clear
3-21-2000,2000,3,21,24.1,0.335,0.084,17.7,67.4,1032.8,2.1,25.5,23.1,5918,2102,5942,7290,1139,9043,Clear
3-22-2000,2000,3,22,23.6,0.319,0.085,17.8,70.4,1033.7,2.4,24.8,22.8,5329,2556,3925,7296,1193,8968,Fog
3-23-2000,2000,3,23,23.5,0.307,0.064,18.4,73.6,1033.4,2.4,24.400000000000002,22.700000000000003,6195,2328,6006,7399,988,9469,Clear
3-24-2000,2000,3,24,24.1,0.301,0.059,18.0,69.1,1032.3,2.4,25.400000000000002,23.1,6504,2342,6616,7421,969,9506,Clear
3-25-2000,2000,3,25,23.7,0.304,0.048,18.4,72.2,1030.5,2.8,24.900000000000002,23.0,6514,2152,7001,7394,936,9507,Clear
3-26-2000,2000,3,26,23.8,0.301,0.067,19.4,76.5,1031.2,3.8,24.8,23.0,4892,2431,3420,7213,1044,8927,Cloudy
3-27-2000,2000,3,27,24.0,0.3,0.08,19.4,75.7,1032.2,3.5,25.0,23.3,6705,2069,6444,7261,1086,8878,Clear
3-28-2000,2000,3,28,24.1,0.297,0.081,18.5,71.1,1030.8,2.8,25.200000000000003,23.200000000000003,7236,1418,8562,7398,1086,9104,Clear
3-29-2000,2000,3,29,24.0,0.29,0.087,18.8,72.9,1028.0,3.3,25.1,23.200000000000003,6713,2145,5839,7319,1140,8892,Fog
3-30-2000,2000,3,30,24.1,0.295,0.082,19.9,77.4,1027.2,3.6,25.200000000000003,23.3,7294,1176,8753,7294,1176,8753,Clear
3-31-2000,2000,3,31,22.6,0.304,0.106,18.1,75.7,1030.8,3.2,23.3,22.200000000000003,4987,2986,2790,7314,1283,8543,Partly Cloudy
4-1-2000,2000,4,1,22.8,0.296,0.135,18.6,76.9,1033.0,3.3,23.5,22.0,5475,2503,3341,7258,1432,8159,Partly Cloudy
4-2-2000,2000,4,2,23.6,0.296,0.15,19.7,79.1,1033.0,3.6,24.6,22.700000000000003,3384,2879,818,7231,1497,8007,Partly Cloudy
4-3-2000,2000,4,3,23.8,0.294,0.133,18.8,73.6,1033.2,3.0,24.900000000000002,23.1,4776,2731,2989,7398,1406,8413,Clear
4-4-2000,2000,4,4,23.3,0.299,0.156,17.9,71.8,1034.5,2.6,24.0,22.5,6489,3148,4691,7364,1597,7989,Fog
4-5-2000,2000,4,5,23.4,0.311,0.126,16.6,66.1,1033.8,2.2,24.3,22.3,6350,2478,5836,7572,1395,8713,Clear
4-6-2000,2000,4,6,23.4,0.313,0.103,17.2,67.9,1031.0,2.3,24.5,22.6,6496,2412,6173,7642,1205,9066,Clear
4-7-2000,2000,4,7,23.1,0.309,0.083,17.3,70.0,1028.5,2.7,24.5,21.900000000000002,6534,1691,6589,7645,1110,9292,Clear
4-8-2000,2000,4,8,22.3,0.316,0.093,17.5,74.5,1029.2,2.6,23.0,21.700000000000003,3766,3199,885,7607,1270,9058,Partly Cloudy
4-9-2000,2000,4,9,22.0,0.317,0.1,16.8,72.1,1031.6,2.4,23.0,21.1,5920,3107,4713,7663,1323,9054,Clear
4-10-2000,2000,4,10,22.6,0.327,0.089,17.1,71.4,1032.6,2.4,23.700000000000003,21.5,7510,1575,8208,7723,1175,9316,Clear
4-11-2000,2000,4,11,22.8,0.318,0.084,17.5,72.2,1032.6,2.4,24.0,21.700000000000003,7777,1166,9415,7777,1166,9415,Clear
4-12-2000,2000,4,12,23.3,0.314,0.081,17.2,69.0,1032.2,2.2,24.5,22.200000000000003,7627,1625,8149,7851,1141,9557,Clear
4-13-2000,2000,4,13,23.9,0.31,0.088,17.8,68.7,1033.2,2.2,25.1,22.900000000000002,6986,1437,7847,7836,1232,9378,Clear
4-14-2000,2000,4,14,23.9,0.299,0.097,17.7,68.5,1033.9,2.1,25.1,22.8,6714,2649,5544,7843,1309,9261,Partly Cloudy
4-15-2000,2000,4,15,23.7,0.302,0.098,17.2,66.7,1033.3,2.0,24.8,23.1,6627,2512,5127,7896,1250,9346,Cloudy
4-16-2000,2000,4,16,23.6,0.304,0.096,17.8,69.8,1032.5,2.3,24.700000000000003,22.700000000000003,5623,1821,5273,7845,1242,9329,Partly Cloudy
4-17-2000,2000,4,17,23.6,0.312,0.091,18.6,73.5,1032.2,2.6,24.900000000000002,22.5,4752,3098,2565,7847,1154,9425,Partly Cloudy
4-18-2000,2000,4,18,23.5,0.329,0.096,18.1,71.9,1032.6,2.4,24.700000000000003,22.5,5613,2668,4509,7816,1280,9248,Clear
4-19-2000,2000,4,19,23.9,0.318,0.103,17.1,66.2,1033.8,2.0,25.1,22.700000000000003,7794,1359,8665,7932,1305,9275,Clear
4-20-2000,2000,4,20,23.8,0.311,0.097,17.7,68.8,1034.0,2.3,25.0,23.1,6370,2614,4652,7903,1263,9321,Cloudy
4-21-2000,2000,4,21,23.7,0.312,0.109,18.7,73.7,1033.0,2.7,24.700000000000003,23.0,6111,2860,3871,7814,1265,9152,Cloudy
4-22-2000,2000,4,22,24.1,0.302,0.122,18.7,71.8,1031.8,2.6,25.400000000000002,23.0,5698,3006,3118,7811,1383,8898,Cloudy
4-23-2000,2000,4,23,24.3,0.301,0.109,19.4,74.6,1031.2,2.7,25.3,23.400000000000002,7439,1818,7413,7880,1280,9190,Cloudy
4-24-2000,2000,4,24,24.3,0.303,0.108,19.8,75.8,1030.9,2.8,25.5,23.3,7710,1629,7909,7850,1262,9147,Clear
4-25-2000,2000,4,25,24.3,0.302,0.092,20.0,76.9,1031.4,2.8,25.700000000000003,23.200000000000003,7060,2304,6827,7923,1186,9427,Clear
4-26-2000,2000,4,26,24.1,0.304,0.084,19.5,75.8,1032.3,2.7,25.400000000000002,23.0,7045,1912,6696,7975,1208,9522,Cloudy
4-27-2000,2000,4,27,24.1,0.302,0.101,19.1,73.9,1032.9,2.7,25.200000000000003,23.200000000000003,6195,3186,4495,7910,1301,9200,Fog
4-28-2000,2000,4,28,24.3,0.303,0.099,18.1,68.6,1031.5,2.2,25.5,23.5,7172,1974,7532,8021,1318,9367,Clear
4-29-2000,2000,4,29,24.0,0.305,0.072,18.3,70.4,1030.6,2.3,25.3,23.1,7928,1454,9360,8081,1106,9864,Clear
4-30-2000,2000,4,30,23.8,0.304,0.066,18.3,71.5,1030.1,2.4,25.3,22.400000000000002,7934,1552,9192,8087,1089,9940,Clear
5-1-2000,2000,5,1,24.2,0.301,0.066,18.6,71.0,1030.4,2.5,25.6,23.0,8099,1096,9887,8099,1096,9887,Clear
5-2-2000,2000,5,2,24.6,0.302,0.066,20.3,77.3,1030.5,3.5,25.900000000000002,23.5,4185,2741,2938,7938,1112,9646,Partly Cloudy
5-3-2000,2000,5,3,24.7,0.295,0.088,20.6,78.3,1031.2,3.4,26.0,23.900000000000002,7092,1819,6812,7936,1199,9457,Clear
5-4-2000,2000,5,4,24.6,0.295,0.089,19.6,73.8,1032.2,2.8,25.8,23.6,8029,1205,9567,8029,1205,9567,Clear
5-5-2000,2000,5,5,24.7,0.302,0.081,19.3,72.2,1031.7,2.8,26.0,23.700000000000003,7121,2386,7072,8060,1156,9690,Clear
5-6-2000,2000,5,6,24.8,0.303,0.07,20.0,74.9,1031.0,2.9,26.3,23.700000000000003,7630,1655,8419,8061,1079,9805,Clear
5-7-2000,2000,5,7,24.9,0.304,0.069,19.5,72.4,1030.8,2.4,26.200000000000003,23.700000000000003,8098,1252,9223,8152,1147,9882,Clear
5-8-2000,2000,5,8,24.9,0.299,0.073,19.5,72.1,1030.6,2.5,26.200000000000003,23.900000000000002,6521,2845,4718,8121,1183,9759,Cloudy
5-9-2000,2000,5,9,25.0,0.301,0.072,19.2,70.6,1031.0,2.5,26.0,24.0,6487,2941,5278,8152,1133,9892,Cloudy
5-10-2000,2000,5,10,24.8,0.3,0.077,19.4,71.9,1031.1,2.5,25.8,23.900000000000002,7866,1831,8799,8155,1177,9781,Clear
5-11-2000,2000,5,11,24.7,0.307,0.113,20.0,75.0,1031.3,2.9,25.700000000000003,23.8,7360,2337,6507,7941,1494,9001,Clear
5-12-2000,2000,5,12,24.8,0.302,0.095,20.6,77.3,1031.3,3.2,25.900000000000002,24.0,7881,1358,8779,7988,1257,9370,Clear
5-13-2000,2000,5,13,24.9,0.303,0.073,19.9,73.9,1031.2,2.8,25.900000000000002,24.0,7808,1394,9038,8115,1126,9809,Clear
5-14-2000,2000,5,14,24.5,0.304,0.071,18.6,69.8,1031.1,2.0,25.900000000000002,23.6,8311,1135,10110,8311,1135,10110,Clear
5-15-2000,2000,5,15,24.7,0.301,0.093,18.6,69.1,1030.7,2.2,26.400000000000002,23.200000000000003,8190,1213,9741,8190,1213,9741,Clear
5-16-2000,2000,5,16,25.1,0.298,0.122,19.1,69.7,1030.5,2.6,26.400000000000002,23.6,8044,1364,9233,8044,1364,9233,Clear
5-17-2000,2000,5,17,25.0,0.295,0.101,19.3,70.7,1031.0,2.8,26.3,23.8,6995,2417,5541,8105,1252,9552,Clear
5-18-2000,2000,5,18,24.7,0.296,0.096,20.1,75.5,1031.1,3.0,26.1,23.5,7142,1874,7852,8018,1259,9448,Clear
5-19-2000,2000,5,19,25.1,0.298,0.112,20.3,75.0,1032.1,3.0,26.6,24.0,7710,1581,8075,8005,1382,9163,Clear
5-20-2000,2000,5,20,24.9,0.294,0.085,19.9,74.0,1032.2,2.7,26.3,23.6,6940,2327,6953,8165,1185,9721,Clear
5-21-2000,2000,5,21,25.2,0.292,0.075,19.6,71.6,1030.5,2.6,26.700000000000003,23.900000000000002,7220,2231,7289,8197,1155,9862,Clear
5-22-2000,2000,5,22,25.0,0.288,0.068,19.7,72.8,1028.7,3.0,26.5,23.6,6566,2537,5673,8146,1089,9932,Fog
5-23-2000,2000,5,23,25.0,0.293,0.083,19.4,71.3,1028.2,2.8,26.6,23.700000000000003,4550,3198,2529,8161,1171,9762,Fog
5-24-2000,2000,5,24,25.3,0.294,0.058,19.5,70.7,1029.2,2.6,26.8,23.8,7978,1418,9470,8256,1051,10197,Clear
5-25-2000,2000,5,25,25.3,0.296,0.057,19.4,70.3,1029.7,2.6,26.6,24.0,6390,3212,5070,8255,1029,10198,Fog
5-26-2000,2000,5,26,25.1,0.295,0.058,19.7,72.1,1030.1,2.9,26.3,24.0,6394,2293,6612,8204,1062,10129,Clear
5-27-2000,2000,5,27,25.0,0.295,0.063,20.1,74.7,1029.8,3.5,26.400000000000002,23.6,7462,1974,7241,8096,1152,9783,Clear
5-28-2000,2000,5,28,25.2,0.291,0.071,20.7,76.0,1029.8,3.7,26.1,24.5,7319,1923,6985,8049,1170,9657,Cloudy
5-29-2000,2000,5,29,25.3,0.288,0.074,19.9,72.2,1029.2,2.8,26.6,24.400000000000002,7780,1603,8204,8185,1171,9781,Clear
5-30-2000,2000,5,30,25.3,0.282,0.068,19.4,69.9,1029.0,2.6,26.6,24.200000000000003,8180,1234,9552,8244,1124,10030,Clear
5-31-2000,2000,5,31,25.3,0.283,0.054,20.5,74.8,1029.1,3.1,26.6,24.400000000000002,6636,2556,6304,8209,991,10170,Partly Cloudy
6-1-2000,2000,6,1,25.2,0.289,0.057,20.2,74.0,1028.0,2.7,26.5,23.900000000000002,7926,1416,8926,8232,1097,10128,Clear
6-2-2000,2000,6,2,25.4,0.296,0.048,20.1,72.9,1028.2,2.8,27.0,23.900000000000002,7423,2207,7952,8249,973,10296,Clear
6-3-2000,2000,6,3,25.5,0.294,0.053,20.1,72.4,1030.2,2.7,27.0,24.1,8265,1011,10264,8265,1011,10264,Clear
6-4-2000,2000,6,4,25.6,0.29,0.063,20.6,74.0,1031.1,2.9,27.0,24.5,7954,1421,9352,8172,1064,10002,Clear
6-5-2000,2000,6,5,25.5,0.287,0.064,20.5,73.9,1032.0,2.6,26.8,24.700000000000003,7976,1274,9304,8248,1109,10074,Clear
6-6-2000,2000,6,6,25.3,0.286,0.064,20.3,74.1,1032.2,2.5,26.6,24.400000000000002,8023,1461,9432,8296,1089,10161,Clear
6-7-2000,2000,6,7,25.5,0.287,0.061,21.1,77.0,1030.8,3.2,26.700000000000003,24.400000000000002,7760,1121,8388,8188,1007,10097,Clear
6-8-2000,2000,6,8,25.7,0.288,0.062,21.1,76.2,1030.5,3.7,26.900000000000002,24.8,7066,1888,7145,8093,1038,9941,Clear
6-9-2000,2000,6,9,25.8,0.293,0.061,20.6,73.4,1029.7,3.4,27.1,24.700000000000003,8164,1066,9988,8164,1066,9988,Clear
6-10-2000,2000,6,10,25.9,0.296,0.059,20.8,73.7,1029.8,3.2,27.3,24.8,7558,1959,8436,8154,1079,9975,Clear
6-11-2000,2000,6,11,26.1,0.296,0.05,21.5,76.1,1030.0,3.2,27.5,24.8,8066,1359,9699,8212,998,10212,Clear
6-12-2000,2000,6,12,26.0,0.297,0.069,20.9,73.5,1031.0,3.3,27.200000000000003,25.200000000000003,8120,1149,9811,8120,1149,9811,Clear
6-13-2000,2000,6,13,26.0,0.301,0.076,20.9,73.7,1029.6,3.2,27.3,25.0,7972,1426,8660,8114,1164,9702,Clear
6-14-2000,2000,6,14,26.0,0.289,0.067,21.2,74.7,1029.2,3.8,27.200000000000003,24.900000000000002,7297,2053,7278,8064,1102,9774,Clear
6-15-2000,2000,6,15,25.9,0.28,0.07,21.7,77.9,1029.9,3.9,26.8,25.3,6920,2624,5838,8062,1144,9761,Cloudy
6-16-2000,2000,6,16,25.9,0.285,0.065,21.0,74.2,1029.8,3.3,27.0,25.0,7070,2458,6563,8195,1031,10033,Clear
6-17-2000,2000,6,17,26.0,0.29,0.075,20.8,72.8,1027.8,3.0,27.200000000000003,24.900000000000002,7042,2837,5720,8126,1194,9743,Fog
6-18-2000,2000,6,18,26.5,0.296,0.054,20.4,69.7,1026.8,2.9,27.8,25.1,8251,1015,10190,8251,1015,10190,Clear
6-19-2000,2000,6,19,26.4,0.298,0.05,20.5,70.0,1028.0,3.0,27.700000000000003,25.400000000000002,8219,1029,10183,8219,1029,10183,Clear
6-20-2000,2000,6,20,26.3,0.291,0.047,21.0,73.0,1029.3,3.4,27.700000000000003,25.1,7792,1289,8389,8195,929,10270,Clear
6-21-2000,2000,6,21,26.3,0.283,0.052,21.6,75.4,1029.3,3.4,27.6,25.400000000000002,7959,1398,8825,8174,986,10169,Clear
6-22-2000,2000,6,22,25.7,0.284,0.062,20.7,73.9,1028.2,3.0,27.1,24.8,6289,1929,6554,8225,1083,10058,Clear
6-23-2000,2000,6,23,26.0,0.287,0.05,20.2,70.7,1027.2,2.8,27.200000000000003,24.900000000000002,6994,1772,7441,8236,992,10215,Clear
6-24-2000,2000,6,24,26.1,0.287,0.05,20.0,69.3,1026.4,2.8,27.400000000000002,24.900000000000002,7314,1838,7878,8269,1014,10269,Clear
6-25-2000,2000,6,25,26.4,0.287,0.047,19.8,67.5,1026.9,3.0,27.900000000000002,24.8,6819,2371,5818,8258,972,10318,Fog
6-26-2000,2000,6,26,26.1,0.278,0.09,22.5,80.6,1027.0,4.5,26.900000000000002,25.200000000000003,7246,2153,7312,7845,1382,9046,Clear
6-27-2000,2000,6,27,26.2,0.283,0.054,21.2,73.8,1027.4,3.6,27.6,25.200000000000003,8087,1164,9726,8124,1023,10045,Clear
6-28-2000,2000,6,28,25.9,0.281,0.052,20.8,73.6,1027.5,2.8,27.3,24.900000000000002,8252,1016,10233,8252,1016,10233,Clear
6-29-2000,2000,6,29,26.2,0.282,0.059,21.1,73.6,1028.2,3.5,27.5,25.1,8094,1067,9891,8094,1067,9891,Clear
